emprestimo_id,livro_id,cliente_id,data_emprestimo,data_devolucao,status
1275,164,269,2023-09-16,,ativo
1276,130,144,2022-07-09,2022-08-01,finalizado
1277,34,233,2022-11-02,2022-11-12,atrasado
1278,146,176,2023-04-13,2023-04-17,atrasado
1279,17,74,2020-08-31,2020-09-06,atrasado
1280,187,136,2022-07-20,2022-07-31,finalizado
1281,170,99,2021-10-05,,ativo
1282,170,266,2023-01-24,2023-02-01,atrasado
1283,149,84,2020-05-22,,ativo
1284,124,191,2021-01-26,2021-01-29,atrasado
1285,125,100,2020-06-04,2020-06-30,finalizado
1286,170,190,2023-11-12,2023-12-08,finalizado
1287,131,292,2020-01-14,,ativo
1288,178,267,2022-12-11,2023-01-10,atrasado
1289,54,112,2022-05-16,2022-05-22,atrasado
1290,163,242,2023-11-01,2023-11-12,finalizado
1291,75,245,2021-01-21,,ativo
1292,127,296,2021-01-26,2021-02-22,finalizado
1293,95,282,2023-07-13,2023-08-06,atrasado
1294,179,204,2023-12-24,2024-01-02,atrasado
1295,173,16,2020-04-17,2020-04-25,finalizado
1296,64,57,2020-08-20,,ativo
1297,45,246,2022-02-26,2022-02-28,finalizado
1298,48,57,2023-02-14,2023-02-19,atrasado
1299,20,232,2022-09-07,2022-09-27,finalizado
1300,74,68,2020-12-03,2020-12-15,atrasado
1301,27,165,2021-02-10,2021-02-23,finalizado
1302,168,249,2023-01-12,2023-02-03,atrasado
1303,40,158,2020-06-22,2020-07-01,finalizado
1304,142,224,2020-11-01,2020-11-25,finalizado
1305,119,47,2021-12-11,2022-01-08,atrasado
1306,186,285,2020-12-18,2021-01-16,atrasado
1307,24,29,2020-02-19,2020-03-01,atrasado
1308,70,193,2021-12-31,2022-01-07,finalizado
1309,148,152,2023-06-19,,ativo
1310,83,36,2021-05-13,,ativo
1311,172,95,2022-05-31,2022-06-26,atrasado
1312,151,165,2021-02-14,,ativo
1313,133,209,2021-08-27,2021-09-18,atrasado
1314,62,182,2020-10-05,2020-10-27,finalizado
1315,133,188,2022-10-08,,ativo
1316,4,212,2020-05-24,2020-05-28,atrasado
1317,145,74,2020-06-05,2020-06-12,finalizado
1318,145,211,2023-02-03,2023-02-16,atrasado
1319,180,148,2022-08-01,,ativo
1320,21,119,2020-05-11,2020-05-20,finalizado
1321,116,300,2023-03-22,2023-04-17,finalizado
1322,119,99,2022-05-17,,ativo
1323,39,192,2020-04-27,2020-05-15,atrasado
1324,23,94,2020-11-29,2020-12-03,atrasado
1325,123,86,2021-09-15,,ativo
1326,144,48,2022-12-29,2022-12-31,atrasado
1327,89,298,2022-10-03,,ativo
1328,162,71,2023-01-23,,ativo
1329,21,133,2022-04-30,2022-05-14,atrasado
1330,183,37,2023-10-07,2023-10-30,atrasado
1331,99,147,2023-04-02,2023-04-23,finalizado
1332,36,88,2023-08-25,,ativo
1333,102,252,2022-03-23,2022-03-25,atrasado
1334,64,190,2022-10-26,2022-11-05,finalizado
1335,189,21,2020-12-26,,ativo
1336,39,13,2021-01-04,,ativo
1337,159,14,2021-06-25,,ativo
1338,187,78,2021-12-05,2021-12-17,atrasado
1339,62,185,2020-12-06,,ativo
1340,160,185,2022-05-18,2022-05-20,atrasado
1341,137,111,2023-10-13,,ativo
1342,109,269,2023-03-12,,ativo
1343,112,168,2020-10-01,2020-10-05,finalizado
1344,20,195,2023-01-04,2023-01-22,finalizado
1345,186,239,2023-05-17,2023-05-19,atrasado
1346,163,14,2023-03-07,,ativo
1347,174,182,2022-09-08,,ativo
1348,8,10,2020-01-25,2020-02-03,atrasado
1349,49,231,2022-10-29,,ativo
1350,127,250,2022-06-21,,ativo
1351,162,247,2020-11-29,2020-12-21,finalizado
1352,120,50,2020-11-19,,ativo
1353,112,184,2022-08-19,,ativo
1354,43,35,2020-03-10,2020-04-09,atrasado
1355,178,283,2020-12-02,2020-12-27,finalizado
1356,159,81,2020-10-06,2020-11-02,atrasado
1357,16,256,2022-11-08,,ativo
1358,13,218,2021-04-08,2021-04-22,atrasado
1359,81,266,2021-03-14,,ativo
1360,2,116,2021-10-05,,ativo
1361,108,282,2021-01-16,2021-01-22,atrasado
1362,145,128,2021-12-10,2021-12-19,atrasado
1363,156,78,2020-08-19,,ativo
1364,117,22,2021-09-24,2021-10-10,atrasado
1365,199,174,2021-08-17,,ativo
1366,172,44,2023-07-19,,ativo
1367,125,41,2020-10-30,,ativo
1368,134,66,2023-06-13,2023-06-19,atrasado
1369,47,177,2021-11-02,,ativo
1370,36,121,2022-05-13,2022-05-21,atrasado
1371,180,202,2022-04-22,,ativo
1372,180,204,2020-06-03,,ativo
1373,129,207,2020-12-29,2021-01-11,finalizado
1374,67,217,2023-01-18,,ativo
1375,182,211,2022-01-31,,ativo
1376,126,72,2021-12-16,,ativo
1377,53,159,2023-12-07,2023-12-08,atrasado
1378,159,141,2022-10-30,2022-11-04,finalizado
1379,163,260,2023-01-24,,ativo
1380,164,262,2020-01-25,2020-02-23,finalizado
1381,102,280,2022-01-31,,ativo
1382,60,63,2020-09-23,2020-10-12,finalizado
1383,127,87,2020-12-23,2020-12-24,finalizado
1384,54,300,2023-05-17,,ativo
1385,75,260,2021-03-26,,ativo
1386,105,160,2020-05-09,,ativo
1387,197,256,2020-03-31,2020-04-26,finalizado
1388,143,233,2021-04-30,2021-05-11,finalizado
1389,52,234,2020-10-12,2020-11-11,finalizado
1390,169,212,2023-10-12,2023-11-11,atrasado
1391,129,168,2021-09-03,,ativo
1392,86,294,2020-03-08,,ativo
1393,66,50,2020-05-06,2020-05-14,finalizado
1394,34,285,2023-08-13,2023-08-21,atrasado
1395,23,203,2023-06-10,,ativo
1396,146,264,2021-09-12,2021-10-12,atrasado
1397,113,11,2023-06-17,2023-06-18,finalizado
1398,47,23,2023-02-28,2023-03-12,atrasado
1399,15,250,2022-03-15,2022-03-22,atrasado
1400,57,60,2021-11-17,2021-12-07,atrasado
1401,6,234,2023-05-03,2023-05-20,atrasado
1402,57,56,2020-11-27,2020-12-02,atrasado
1403,186,100,2020-03-12,2020-03-22,finalizado
1404,131,294,2023-07-21,2023-08-01,atrasado
1405,76,127,2022-08-28,,ativo
1406,1,279,2021-03-27,2021-04-25,atrasado
1407,8,185,2021-03-29,2021-03-30,atrasado
1408,102,74,2021-05-31,2021-06-02,atrasado
1409,17,41,2022-08-20,2022-09-12,finalizado
1410,121,279,2021-05-05,2021-05-31,finalizado
1411,26,149,2022-01-19,2022-01-20,finalizado
1412,36,87,2023-09-09,,ativo
1413,82,159,2022-06-29,2022-07-05,atrasado
1414,36,85,2023-08-06,,ativo
1415,42,214,2022-08-08,2022-08-23,atrasado
1416,99,138,2022-05-23,,ativo
1417,156,255,2023-01-06,,ativo
1418,91,8,2021-04-03,2021-04-19,finalizado
1419,142,176,2020-06-15,,ativo
1420,72,174,2020-07-09,,ativo
1421,178,101,2021-06-28,2021-07-20,finalizado
1422,55,282,2022-07-17,2022-07-30,finalizado
1423,35,171,2021-05-13,2021-05-31,finalizado
1424,55,281,2023-09-19,,ativo
1425,196,219,2023-04-10,2023-04-28,finalizado
1426,120,120,2022-11-27,2022-12-27,finalizado
1427,174,3,2022-08-31,2022-09-30,atrasado
1428,107,235,2021-04-15,,ativo
1429,163,139,2023-03-18,2023-04-15,atrasado
1430,199,31,2020-11-17,,ativo
1431,110,106,2023-02-28,2023-03-06,atrasado
1432,99,9,2022-10-11,,ativo
1433,189,141,2021-04-26,2021-05-11,atrasado
1434,92,74,2022-11-01,,ativo
1435,66,122,2021-02-23,,ativo
1436,123,4,2023-06-06,2023-06-26,finalizado
1437,90,254,2021-02-28,,ativo
1438,96,243,2023-01-03,2023-01-29,finalizado
1439,165,243,2021-09-17,,ativo
1440,132,286,2023-08-03,2023-08-08,finalizado
1441,114,249,2023-03-31,2023-04-08,atrasado
1442,29,243,2021-12-29,,ativo
1443,125,289,2020-12-04,2020-12-11,atrasado
1444,68,70,2020-04-26,2020-04-28,atrasado
1445,81,269,2022-06-12,2022-07-08,atrasado
1446,55,177,2021-06-15,,ativo
1447,26,215,2021-01-18,2021-01-23,finalizado
1448,146,262,2020-12-18,,ativo
1449,36,292,2022-02-17,2022-03-18,atrasado
1450,52,65,2020-05-05,2020-05-25,atrasado
1451,107,28,2021-09-12,2021-10-07,atrasado
1452,114,214,2020-02-25,,ativo
1453,30,193,2022-11-12,,ativo
1454,27,134,2023-11-12,,ativo
1455,47,117,2023-11-04,2023-11-28,finalizado
1456,125,126,2020-11-10,2020-12-07,finalizado
1457,52,45,2022-07-19,,ativo
1458,45,273,2020-06-04,2020-07-01,finalizado
1459,196,3,2020-07-30,2020-08-06,atrasado
1460,84,251,2021-06-02,,ativo
1461,188,100,2022-05-03,,ativo
1462,38,113,2022-05-01,2022-05-21,atrasado
1463,50,103,2020-02-03,2020-02-29,finalizado
1464,136,114,2023-03-04,2023-03-16,atrasado
1465,6,130,2020-07-04,,ativo
1466,72,270,2022-10-02,,ativo
1467,198,203,2023-01-08,2023-01-20,atrasado
1468,175,61,2020-09-07,2020-09-17,finalizado
1469,143,289,2020-04-10,2020-04-13,atrasado
1470,161,97,2021-05-29,2021-06-28,atrasado
1471,24,26,2020-02-20,2020-03-16,finalizado
1472,180,11,2021-12-23,,ativo
1473,96,175,2020-10-20,2020-11-06,finalizado
1474,195,125,2023-12-15,2023-12-31,atrasado
1475,127,145,2023-07-06,2023-07-09,atrasado
1476,49,3,2023-06-20,,ativo
1477,36,81,2022-02-27,2022-03-19,finalizado
1478,108,81,2023-02-09,2023-02-14,finalizado
1479,22,200,2020-03-09,2020-04-04,atrasado
1480,72,81,2020-09-03,2020-09-11,atrasado
1481,75,97,2023-02-20,,ativo
1482,51,171,2020-09-16,,ativo
1483,71,247,2020-07-23,,ativo
1484,100,142,2023-01-04,2023-01-28,atrasado
1485,10,135,2023-05-20,,ativo
1486,55,109,2023-01-31,2023-02-21,finalizado
1487,74,128,2022-06-18,,ativo
1488,70,205,2020-04-18,2020-05-15,atrasado
1489,156,252,2023-03-02,2023-03-18,atrasado
1490,11,172,2023-10-28,,ativo
1491,8,230,2020-10-24,2020-11-09,atrasado
1492,33,62,2022-06-21,2022-06-29,finalizado
1493,51,172,2021-01-18,2021-01-25,atrasado
1494,157,197,2021-12-03,2021-12-05,atrasado
1495,185,180,2023-02-20,2023-03-08,atrasado
1496,44,189,2020-07-13,2020-07-28,atrasado
1497,39,7,2022-09-27,2022-10-03,finalizado
1498,143,91,2020-01-19,2020-02-14,atrasado
1499,167,136,2023-02-04,2023-02-07,atrasado
1500,143,84,2022-01-10,2022-02-05,atrasado
1501,85,8,2020-02-19,2020-03-10,atrasado
1502,131,132,2021-07-27,,ativo
1503,105,155,2020-04-25,2020-05-01,finalizado
1504,129,168,2020-02-10,,ativo
1505,131,146,2020-05-08,,ativo
1506,146,197,2022-09-11,2022-10-08,finalizado
1507,104,148,2020-12-12,,ativo
1508,45,110,2022-11-06,2022-11-08,finalizado
1509,143,274,2023-06-18,2023-07-13,finalizado
1510,105,53,2021-02-16,2021-02-20,atrasado
1511,162,177,2022-05-26,,ativo
1512,123,183,2022-09-24,2022-10-19,finalizado
1513,159,134,2022-01-19,2022-02-02,finalizado
1514,134,282,2022-03-23,,ativo
1515,159,84,2022-09-20,2022-09-27,finalizado
1516,53,248,2020-10-13,,ativo
1517,104,187,2021-08-09,,ativo
1518,112,9,2023-12-13,2023-12-21,atrasado
1519,46,222,2021-04-04,2021-04-05,finalizado
1520,102,224,2023-11-05,,ativo
1521,165,21,2020-10-26,2020-10-30,atrasado
1522,88,163,2020-02-04,2020-02-27,atrasado
1523,188,255,2023-08-18,2023-08-19,atrasado
1524,55,130,2021-03-16,2021-03-26,finalizado
1525,200,250,2022-09-07,,ativo
1526,115,20,2022-01-02,,ativo
1527,152,130,2023-06-30,,ativo
1528,61,51,2022-11-14,2022-12-04,atrasado
1529,72,141,2022-10-29,2022-11-23,atrasado
1530,72,206,2020-06-01,2020-06-08,atrasado
1531,51,275,2020-02-18,2020-03-18,atrasado
1532,131,185,2020-06-17,,ativo
1533,57,299,2022-04-23,2022-04-25,finalizado
1534,158,138,2021-09-23,,ativo
1535,83,279,2020-10-18,2020-10-20,finalizado
1536,116,291,2020-07-13,2020-07-19,finalizado
1537,44,37,2020-10-19,2020-10-31,finalizado
1538,54,83,2022-05-06,2022-05-11,atrasado
1539,109,80,2020-09-08,,ativo
1540,130,253,2023-03-10,2023-03-17,atrasado
1541,99,186,2021-02-23,2021-03-03,finalizado
1542,53,46,2022-01-17,2022-02-10,finalizado
1543,47,202,2022-08-08,2022-08-26,finalizado
1544,179,253,2022-11-30,,ativo
1545,140,82,2022-06-17,2022-07-15,finalizado
1546,2,200,2023-03-08,2023-04-01,atrasado
1547,157,163,2021-11-04,2021-11-24,atrasado
1548,172,6,2021-02-21,2021-03-03,finalizado
1549,177,247,2021-01-22,2021-01-27,atrasado
1550,114,262,2022-10-23,,ativo
1551,145,197,2021-05-25,,ativo
1552,12,280,2023-12-31,2024-01-20,atrasado
1553,12,8,2022-07-02,2022-07-15,finalizado
1554,41,19,2020-03-27,2020-03-28,atrasado
1555,158,135,2023-02-04,2023-03-06,atrasado
1556,118,81,2022-11-13,,ativo
1557,188,82,2022-06-26,,ativo
1558,95,280,2020-04-29,2020-05-03,atrasado
1559,163,290,2023-08-03,2023-08-07,finalizado
1560,2,264,2023-12-25,2024-01-17,finalizado
1561,57,123,2021-07-13,,ativo
1562,115,286,2020-03-03,2020-03-30,atrasado
1563,88,68,2022-07-28,2022-08-25,atrasado
1564,127,58,2021-10-22,2021-10-26,finalizado
1565,49,185,2022-05-11,,ativo
1566,165,87,2020-11-01,2020-11-08,atrasado
1567,91,222,2023-11-21,2023-11-26,atrasado
1568,50,164,2021-06-22,2021-06-26,atrasado
1569,42,39,2020-06-24,,ativo
1570,149,288,2022-06-10,,ativo
1571,25,247,2023-11-27,2023-12-21,atrasado
1572,152,295,2023-06-13,2023-07-12,finalizado
1573,169,172,2022-07-27,2022-08-10,atrasado
1574,33,271,2021-08-05,2021-09-01,finalizado
1575,118,67,2020-12-11,2020-12-24,atrasado
1576,75,173,2021-01-29,2021-02-21,finalizado
1577,100,74,2023-02-22,,ativo
1578,85,91,2023-10-05,,ativo
1579,34,136,2022-12-17,,ativo
1580,58,127,2023-01-24,2023-02-01,atrasado
1581,11,131,2022-11-02,2022-11-18,finalizado
1582,132,131,2021-12-05,,ativo
1583,136,27,2021-10-31,,ativo
1584,166,10,2022-10-15,,ativo
1585,8,199,2023-03-27,2023-04-22,finalizado
1586,200,160,2021-07-17,2021-08-01,finalizado
1587,130,290,2023-11-20,,ativo
1588,94,146,2023-02-24,2023-02-28,finalizado
1589,6,3,2020-12-10,2020-12-23,finalizado
1590,90,295,2023-11-23,2023-12-10,finalizado
1591,63,27,2020-10-05,2020-10-30,atrasado
1592,105,176,2020-12-20,2020-12-25,finalizado
1593,9,206,2022-09-24,,ativo
1594,69,112,2023-10-01,,ativo
1595,177,38,2020-09-28,2020-10-03,atrasado
1596,63,112,2022-12-14,2023-01-04,finalizado
1597,112,272,2023-04-23,2023-05-20,finalizado
1598,179,278,2021-12-24,,ativo
1599,135,115,2022-09-04,2022-09-06,atrasado
1600,154,131,2021-07-29,2021-07-31,finalizado
1601,150,111,2023-04-17,2023-04-28,finalizado
1602,134,287,2022-02-11,,ativo
1603,27,10,2022-08-06,2022-08-10,atrasado
1604,6,184,2022-07-29,2022-08-11,finalizado
1605,54,91,2023-09-27,2023-10-23,atrasado
1606,128,194,2022-01-01,2022-01-14,finalizado
1607,128,119,2022-04-02,,ativo
1608,111,180,2020-04-19,2020-04-22,finalizado
1609,81,239,2022-11-09,,ativo
1610,83,113,2021-01-02,2021-01-21,finalizado
1611,111,248,2021-06-15,,ativo
1612,49,39,2021-02-01,2021-02-11,atrasado
1613,149,257,2023-05-16,2023-05-20,atrasado
1614,156,286,2020-04-02,2020-04-16,finalizado
1615,159,99,2020-06-02,2020-06-24,atrasado
1616,49,253,2022-05-08,,ativo
1617,15,109,2021-11-29,2021-12-16,atrasado
1618,75,109,2022-09-15,2022-09-19,atrasado
1619,116,238,2020-01-05,2020-01-14,atrasado
1620,22,218,2020-03-17,2020-03-25,finalizado
1621,54,13,2021-07-04,2021-07-05,atrasado
1622,193,92,2022-06-25,2022-07-07,atrasado
1623,192,106,2023-05-01,2023-05-14,atrasado
1624,115,132,2020-10-08,2020-10-16,atrasado
1625,196,109,2023-03-27,2023-04-02,finalizado
1626,169,47,2023-01-28,,ativo
1627,107,280,2021-07-22,,ativo
1628,10,279,2023-11-06,,ativo
1629,31,13,2020-12-23,,ativo
1630,74,139,2022-09-04,2022-09-10,atrasado
1631,136,135,2021-10-22,2021-11-12,finalizado
1632,168,247,2020-05-13,2020-05-25,atrasado
1633,147,268,2021-01-21,2021-01-27,atrasado
1634,161,49,2020-02-02,2020-02-22,atrasado
1635,150,222,2021-07-21,2021-08-09,finalizado
1636,152,265,2022-01-29,2022-02-22,atrasado
1637,92,91,2021-07-18,,ativo
1638,193,99,2021-05-13,2021-06-10,atrasado
1639,124,212,2023-10-27,,ativo
1640,25,44,2022-04-30,2022-05-05,finalizado
1641,89,214,2022-10-27,2022-11-24,finalizado
1642,52,9,2020-11-20,2020-12-17,atrasado
1643,183,268,2023-09-15,2023-09-20,finalizado
1644,77,114,2021-05-28,2021-06-27,atrasado
1645,99,62,2020-04-25,2020-05-10,finalizado
1646,93,206,2021-04-16,2021-04-29,atrasado
1647,30,13,2021-11-11,2021-11-14,atrasado
1648,48,265,2020-01-31,2020-02-25,atrasado
1649,125,287,2021-10-26,,ativo
1650,143,44,2021-06-19,2021-07-07,atrasado
1651,134,107,2021-10-17,2021-11-16,finalizado
1652,36,56,2020-05-17,2020-05-27,atrasado
1653,177,111,2023-06-19,2023-07-12,finalizado
1654,27,78,2022-03-24,2022-04-17,finalizado
1655,152,280,2020-11-29,2020-12-07,finalizado
1656,155,165,2023-07-12,2023-08-07,atrasado
1657,55,51,2022-09-07,,ativo
1658,3,207,2020-12-08,,ativo
1659,73,247,2022-09-22,2022-10-20,atrasado
1660,151,215,2021-04-15,2021-04-18,finalizado
1661,24,229,2021-01-04,2021-01-24,finalizado
1662,73,199,2023-11-14,,ativo
1663,170,49,2021-01-17,,ativo
1664,80,77,2020-02-05,2020-02-19,atrasado
1665,114,218,2023-07-31,2023-08-28,finalizado
1666,117,102,2023-12-06,2023-12-07,atrasado
1667,99,78,2023-12-21,2023-12-26,atrasado
1668,52,268,2023-01-04,2023-02-01,finalizado
1669,98,120,2021-06-26,,ativo
1670,171,68,2021-02-24,2021-03-02,atrasado
1671,45,52,2021-10-24,,ativo
1672,67,20,2020-05-08,2020-05-14,finalizado
1673,40,94,2020-03-15,2020-04-04,finalizado
1674,140,6,2023-07-12,2023-08-11,finalizado
1675,160,222,2022-09-20,2022-10-15,atrasado
1676,59,269,2020-01-08,2020-01-19,finalizado
1677,19,209,2022-08-16,2022-08-29,finalizado
1678,140,244,2020-05-20,2020-05-23,finalizado
1679,10,4,2020-07-27,,ativo
1680,97,215,2022-12-19,2023-01-03,finalizado
1681,24,71,2020-07-09,,ativo
1682,101,30,2022-01-18,2022-01-19,finalizado
1683,132,191,2022-02-25,,ativo
1684,92,145,2020-11-28,,ativo
1685,6,197,2023-01-13,2023-01-14,atrasado
1686,142,55,2021-07-23,2021-08-18,atrasado
1687,173,150,2023-11-12,2023-11-30,atrasado
1688,97,277,2022-08-24,,ativo
1689,121,117,2022-11-28,2022-12-13,atrasado
1690,54,255,2022-03-21,2022-03-29,finalizado
1691,192,231,2021-04-27,,ativo
1692,21,176,2023-09-23,2023-09-24,atrasado
1693,5,74,2021-09-23,2021-10-11,finalizado
1694,139,53,2020-11-12,,ativo
1695,90,187,2020-08-16,2020-09-04,finalizado
1696,28,81,2020-09-08,2020-10-01,atrasado
1697,174,277,2023-05-04,2023-05-26,atrasado
1698,84,297,2020-07-27,2020-08-08,atrasado
1699,70,124,2020-05-27,,ativo
1700,87,13,2020-05-19,,ativo
1701,18,33,2021-11-01,2021-11-20,atrasado
1702,123,193,2020-10-21,2020-10-23,atrasado
1703,97,63,2023-08-01,2023-08-25,atrasado
1704,131,65,2020-03-26,2020-04-08,finalizado
1705,82,220,2022-12-15,2022-12-23,finalizado
1706,63,64,2022-01-27,2022-02-11,atrasado
1707,168,155,2021-08-18,2021-09-06,atrasado
1708,120,206,2021-12-06,,ativo
1709,75,25,2021-04-20,2021-05-08,finalizado
1710,82,126,2020-03-25,,ativo
1711,18,103,2022-06-24,,ativo
1712,194,57,2022-03-21,2022-04-03,atrasado
1713,183,20,2020-01-28,2020-02-05,atrasado
1714,69,95,2021-03-16,,ativo
1715,22,141,2021-07-01,,ativo
1716,114,228,2023-09-30,,ativo
1717,71,244,2022-10-18,2022-10-25,atrasado
1718,11,207,2020-09-20,2020-09-22,finalizado
1719,109,122,2020-01-01,2020-01-13,atrasado
1720,21,242,2022-05-06,2022-05-17,finalizado
1721,151,287,2023-10-28,2023-11-06,atrasado
1722,114,192,2022-07-13,2022-07-18,atrasado
1723,58,281,2022-06-23,2022-07-11,finalizado
1724,98,113,2021-11-26,2021-12-17,finalizado
1725,49,161,2022-09-30,,ativo
1726,190,88,2023-02-24,2023-03-04,finalizado
1727,92,162,2023-08-09,2023-09-04,finalizado
1728,135,243,2020-09-12,2020-09-15,atrasado
1729,91,264,2021-08-24,2021-09-15,atrasado
1730,153,249,2022-02-16,,ativo
1731,144,27,2020-02-13,,ativo
1732,159,115,2020-03-20,2020-03-27,atrasado
1733,130,84,2023-06-22,2023-06-25,finalizado
1734,198,27,2020-06-14,2020-06-16,atrasado
1735,29,200,2023-03-03,,ativo
1736,25,132,2020-06-15,,ativo
1737,193,271,2020-09-13,2020-09-29,finalizado
1738,35,280,2023-08-28,,ativo
1739,119,153,2022-07-31,2022-08-21,atrasado
1740,76,179,2021-04-11,,ativo
1741,51,114,2021-08-08,,ativo
1742,171,288,2022-06-21,,ativo
1743,152,166,2021-08-12,,ativo
1744,178,90,2022-03-21,2022-04-11,finalizado
1745,183,223,2023-12-31,,ativo
1746,139,96,2022-11-15,2022-11-25,atrasado
1747,118,97,2022-07-03,2022-07-06,finalizado
1748,75,275,2020-06-04,,ativo
1749,175,178,2023-03-17,2023-04-12,atrasado
1750,11,106,2022-06-29,,ativo
1751,153,181,2022-01-02,2022-01-27,finalizado
1752,116,101,2020-12-18,2021-01-09,atrasado
1753,13,68,2023-04-26,,ativo
1754,80,21,2020-03-17,2020-03-30,finalizado
1755,6,205,2021-03-20,2021-04-13,atrasado
1756,119,15,2023-01-04,2023-01-16,atrasado
1757,137,223,2020-02-15,2020-02-29,atrasado
1758,134,141,2020-02-15,2020-03-10,atrasado
1759,158,172,2023-04-27,2023-05-02,finalizado
1760,65,34,2020-10-17,2020-10-31,atrasado
1761,198,227,2022-12-30,,ativo
1762,89,81,2021-05-18,2021-05-19,atrasado
1763,97,161,2021-01-07,2021-01-10,atrasado
1764,134,221,2022-08-21,2022-09-15,atrasado
1765,13,87,2022-07-26,2022-08-09,finalizado
1766,166,277,2020-10-27,,ativo
1767,158,163,2021-12-16,2021-12-23,atrasado
1768,36,41,2021-04-16,2021-04-19,finalizado
1769,76,240,2022-12-18,,ativo
1770,104,162,2023-08-30,,ativo
1771,73,9,2022-02-17,,ativo
1772,26,261,2021-08-20,2021-09-16,atrasado
1773,42,207,2022-10-22,2022-10-24,finalizado
1774,166,244,2020-06-04,,ativo
1775,103,278,2020-06-21,2020-06-23,atrasado
1776,199,218,2021-03-12,2021-03-14,atrasado
1777,73,101,2020-06-05,2020-06-17,finalizado
1778,59,44,2023-12-06,,ativo
1779,14,209,2021-01-20,2021-02-11,atrasado
1780,89,32,2020-02-25,2020-03-11,atrasado
1781,101,151,2020-10-18,,ativo
1782,1,139,2022-01-29,2022-02-27,atrasado
1783,23,178,2020-03-17,,ativo
1784,180,162,2022-01-13,2022-02-08,atrasado
1785,174,291,2023-08-05,,ativo
1786,39,157,2023-08-27,,ativo
1787,135,279,2023-06-05,,ativo
1788,169,293,2021-01-07,2021-01-13,atrasado
1789,119,99,2020-06-19,,ativo
1790,162,100,2021-04-18,2021-05-02,finalizado
1791,159,10,2021-01-14,,ativo
1792,94,109,2022-12-16,2022-12-23,finalizado
1793,70,23,2021-01-17,,ativo
1794,58,215,2020-02-14,,ativo
1795,76,297,2021-12-06,,ativo
1796,23,213,2021-11-05,,ativo
1797,49,37,2021-06-12,2021-07-05,finalizado
1798,164,259,2022-02-22,,ativo
1799,153,273,2022-07-02,2022-07-16,finalizado
1800,117,125,2023-10-13,,ativo
1801,27,77,2022-10-11,2022-10-25,atrasado
1802,79,226,2022-09-28,2022-10-20,finalizado
1803,5,280,2023-12-27,2024-01-18,finalizado
1804,103,87,2020-03-12,2020-03-26,atrasado
1805,143,69,2023-08-28,2023-08-31,atrasado
1806,75,114,2023-02-01,2023-02-04,finalizado
1807,182,20,2020-10-30,2020-11-08,atrasado
1808,193,62,2023-03-02,,ativo
1809,110,239,2021-04-12,2021-05-11,atrasado
1810,37,30,2021-08-01,,ativo
1811,16,53,2023-01-08,2023-01-11,atrasado
1812,122,279,2023-07-18,2023-07-28,atrasado
1813,86,223,2023-08-19,,ativo
1814,103,248,2021-11-28,2021-12-22,atrasado
1815,166,110,2021-04-11,2021-04-30,atrasado
1816,182,39,2020-02-29,2020-03-01,atrasado
1817,66,197,2020-12-29,2021-01-08,finalizado
1818,6,152,2022-03-27,2022-04-26,atrasado
1819,6,119,2023-07-12,,ativo
1820,95,287,2020-06-16,2020-07-01,atrasado
1821,179,146,2023-09-30,2023-10-16,finalizado
1822,51,242,2023-12-15,,ativo
1823,109,267,2023-01-27,2023-02-11,atrasado
1824,107,178,2022-12-01,2022-12-27,atrasado
1825,6,69,2021-06-05,2021-06-25,atrasado
1826,156,29,2021-06-03,,ativo
1827,140,34,2021-11-05,2021-11-20,atrasado
1828,147,66,2021-11-02,2021-11-10,atrasado
1829,155,51,2023-03-08,,ativo
1830,162,243,2020-12-27,2021-01-10,atrasado
1831,46,95,2020-04-03,,ativo
1832,26,245,2023-07-02,,ativo
1833,72,154,2023-04-14,,ativo
1834,29,102,2022-10-23,,ativo
1835,56,67,2023-05-16,2023-05-17,finalizado
1836,128,86,2022-09-30,2022-10-10,finalizado
1837,89,199,2023-11-27,,ativo
1838,163,74,2020-06-18,2020-07-12,atrasado
1839,175,233,2022-04-28,,ativo
1840,70,285,2020-07-06,,ativo
1841,161,231,2022-03-18,2022-04-06,finalizado
1842,183,226,2021-09-01,,ativo
1843,23,281,2022-04-26,2022-05-21,atrasado
1844,74,145,2020-11-24,2020-12-12,atrasado
1845,144,179,2021-09-26,2021-09-27,atrasado
1846,173,60,2023-09-08,,ativo
1847,42,211,2020-04-20,2020-05-15,finalizado
1848,139,190,2021-03-27,2021-04-25,atrasado
1849,184,101,2023-09-16,2023-10-05,finalizado
1850,83,21,2021-08-21,2021-09-10,finalizado
1851,68,170,2021-08-09,,ativo
1852,171,116,2021-11-07,2021-11-15,finalizado
1853,79,87,2020-03-28,2020-04-02,finalizado
1854,105,77,2020-10-05,,ativo
1855,24,24,2021-01-25,,ativo
1856,182,224,2021-09-12,2021-10-05,finalizado
1857,33,236,2022-06-09,,ativo
1858,20,276,2020-11-26,2020-12-26,atrasado
1859,45,147,2021-05-01,2021-05-21,finalizado
1860,47,220,2022-06-28,,ativo
1861,25,207,2023-08-17,,ativo
1862,3,141,2023-02-05,,ativo
1863,81,169,2023-06-26,2023-07-19,finalizado
1864,143,114,2021-09-28,,ativo
1865,20,264,2022-01-21,2022-02-15,finalizado
1866,154,186,2021-04-05,2021-04-14,finalizado
1867,155,250,2021-03-04,2021-03-29,finalizado
